Delhi metro fare : 1st query,Prerna,Ojasvi,Urvi,Himanshu,Final Relevance,,Prerna ,Ojasvi ,Urvi,Himanshu,Final Rank 
http://www.financialexpress.com/money/your-sbi-account-may-be-suspended-if-not-linked-to-aadhaar-heres-how-to-do-it/937929/,0,0,0,0,0,,2,1,3,1,1
https://aadhaarcard.net.in/my-aadhaar-is-suspended-and-has-been-asked-to-update/,1,1,1,1,1,,3,2,1,2,2
http://aadharcard.in/election-commission-suspended-epic-aadhar-seeding,0,0,0,0,0,,4,4,4,4,4
http://aadhaarcarduid.org/more-than-3-5-lac-cards-suspended-by-government/,0,0,0,0,0,,5,5,5,5,5
http://abcnews.go.com/US/top-coach-suspended-decades-us-figure-skating-dismissed/story?id=53637051,0,0,0,0,0,,6,6,6,6,6
http://www.thesaurus.com/browse/suspended,0,0,0,0,0,,7,7,7,7,7
https://www.merriam-webster.com/dictionary/suspend,0,0,0,0,0,,8,8,8,8,8
https://www.usatoday.com/story/news/nation-now/2018/03/09/florida-teacher-suspended-after-allegedly-telling-students-not-date-african-americans/409776002/,0,0,0,0,0,,9,9,9,9,9
https://www.thefreedictionary.com/suspended,0,0,0,0,0,,10,10,10,10,10
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",1,1,1,1,1,,,,,,
"1,3",0,0,0,0,0,,,,,,
"1,4",1,1,1,1,1,,,,,,
"1,5",1,1,1,1,1,,,,,,
"1,6",1,1,1,1,1,,,,,,
"1,7",1,1,1,1,1,,,,,,
"1,8",1,1,1,1,1,,,,,,
"1,9",1,1,1,1,1,,,,,,
"1,10",1,1,1,1,1,,,,,,
"2,3",0,0,0,0,0,,,,,,
"2,4",1,1,1,1,1,,,,,,
"2,5",1,1,1,1,1,,,,,,
"2,6",1,1,1,1,1,,,,,,
"2,7",1,1,1,1,1,,,,,,
"2,8",1,1,1,1,1,,,,,,
"2,9",1,1,1,1,1,,,,,,
"2,10",1,1,1,1,1,,,,,,
"3,4",1,1,1,1,1,,,,,,
"3,5",1,1,1,1,1,,,,,,
"3,6",1,1,1,1,1,,,,,,
"3,7",1,1,1,1,1,,,,,,
"3,8",1,1,1,1,1,,,,,,
"3,9",1,1,1,1,1,,,,,,
"3,10",1,1,1,1,1,,,,,,
"4,5",1,1,1,1,1,,,,,,
"4,6",1,1,1,1,1,,,,,,
"4,7",1,1,1,1,1,,,,,,
"4,8",1,1,1,1,1,,,,,,
"4,9",1,1,1,1,1,,,,,,
"4,10",1,1,1,1,1,,,,,,
"5,6",1,1,1,1,1,,,,,,
"5,7",1,1,1,1,1,,,,,,
"5,8",1,1,1,1,1,,,,,,
"5,9",1,1,1,1,1,,,,,,
"5,10",1,1,1,1,1,,,,,,
"6,7",1,1,1,1,1,,,,,,
"6,8",1,1,1,1,1,,,,,,
"6,9",1,1,1,1,1,,,,,,
"6,10",1,1,1,1,1,,,,,,
"7,8",1,1,1,1,1,,,,,,
"7,9",1,1,1,1,1,,,,,,
"7,10",1,1,1,1,1,,,,,,
"8,9",1,1,1,1,1,,,,,,
"8,10",1,1,1,1,1,,,,,,
"9,10",1,1,1,1,1,,,,,,
 ,,,,,,,,,,,
required documents for adhar,,,,,,,,,,,
https://www.paisabazaar.com/aadhar-card/documents-required-for-aadhar-card/,,1,,,,,,1,,,
https://ssup.co.in/aadhar-card-documents/,,1,,,,,,3,,,
https://aadhar-card.xyz/documents-required-aadhar-card-registration/,,1,,,,,,2,,,
https://uidai.online/documents-required-for-aadhar-card/,,1,,,,,,4,,,
https://www.bankbazaar.com/aadhar-card/documents-required-for-aadhar-cards.html,,1,,,,,,5,,,
https://aadharcard.news/documents-required-aadhar-card/,,1,,,,,,6,,,
http://www.baidu.com/link?url=KdY1QZd_cRx-B1Ph-vxkcxJOfL25ruJSv0YWsHTsNOwSW-GfgrclP8H7__W7WiLKS5OursUJZTv4L3V9rZzyBiHkgglbqUuk682LnfZQk_7,,0,,,,,,8,,,
http://www.baidu.com/link?url=Z1W4a7Yk1tdNXAdxeQgRUGwrmBokptTYP2oohJy67ZI9iKFzqO55r963eoQ70lCahCzqCMnpPJarLU5gIO_NbVA-u_cFfrQ45TFgS01LoaC,,0,,,,,,9,,,
http://www.baidu.com/link?url=fa6ZYc_sjM1PIclvhx1w4TR9tOoLNu8oEbLwDOk8RedxHoODVeVQDznRyio0iWCe,,0,,,,,,10,,,
http://www.baidu.com/link?url=Zjvvj_i2spI5z0e4LFvVlRPUQLy98Z4fnwjtt_xDPjYjxmX4GksRiwe5LOEi7FEWGoxeCxgZZasTfBvYazTxAt5WJPS9okV0Zic8iVHnHycY2M3MDhYMiM83dvxdd-Yg,,1,,,,,,7,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,1,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,1,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,1,,,,,,,,,
"9,10",,1,,,,,,,,,
,,,,,,,,,,,
download adhar card,,,,,,,,,,,
http://aadharcards.com/aadhaar-card-download/,,1,,,,,,1,,,
https://downloadaadharcard.download/,,1,,,,,,4,,,
http://www.downloadaadharcard.com/,,1,,,,,,2,,,
http://adharcardstatusonline.com/aadhar-card-print-duplicate-aadhar-card-online-application-tracking/,,1,,,,,,3,,,
http://www.baidu.com/link?url=n4qJTiTjxSV1ROb9dexp_QEXd8RzIvBGhMNXRYuNKNNrZgMZ7KaDa7BfldjWbym4lBEzuhs7iRI_n0QOO1ZCsKQL9VsA-UDZsuH_hzutSf3JpB0A0nVe_Qh8DagXLNosTAJTAT_p0H3mCiXBS113ja,,0,,,,,,5,,,
https://www.apple.com/itunes/download/,,0,,,,,,6,,,
https://www.mozilla.org/en-US/firefox/new/,,0,,,,,,7,,,
https://play.google.com/store/apps/details%3Fid%3Din.gov.uidai.mAadhaarPlus&sa=U&ved=0ahUKEwi94NO41N3aAhUDX5QKHQHODKgQFghMMAg&usg=AOvVaw2VCXWniYPro0yiQdO_6-XL,,0,,,,,,8,,,
http://www.baidu.com/link?url=wUu4w6O3chzvkNxZRyM0FQnb4Z96BPUPsybnBr0187gHIy7nBTW1wwUwRW2oK5bV-dmL3irdUggDfvz12EpimK',,0,,,,,,9,,,
https://www.teamviewer.com/en/download/windows/,,0,,,,,,10,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,1,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
linking adhar and pan,,,,,,,,,,,
https://gadgets.ndtv.com/internet/features/link-aadhaar-pan-online-how-to-link-pan-card-aadhaar-number-income-tax-efiling-website-1680033,,1,,,,,,1,,,
http://www.india.com/business/linking-pan-card-to-aadhaar-card-how-to-link-your-pan-card-to-aadhaar-card-in-5-simple-steps-2106623/,,1,,,,,,2,,,
http://www.india.com/business/linking-pan-to-aadhaar-card-visit-www-incometaxindiaefiling-gov-in-to-link-your-pan-to-aadhar-in-3-simple-steps-2123319/,,1,,,,,,5,,,
https://cleartax.in/s/how-to-link-aadhaar-to-pan/,,1,,,,,,4,,,
https://www.incometaxindiaefiling.gov.in/e-Filing/Services/LinkAadhaarPrelogin.html,,1,,,,,,3,,,
https://www.bankbazaar.com/pan-card/link-aadhar-pan-card.html,,1,,,,,,7,,,
https://play.google.com/store/apps/details?id=com.linkedin.android&hl=en_US,,0,,,,,,8,,,
https://news.search.yahoo.com/search?p=linking&fr2=cosmos,,0,,,,,,9,,,
https://twitter.com/linkedin,,0,,,,,,10,,,
http://www.thehindu.com/news/national/how-to-link-aadhaar-with-pan/article19159343.ece,,1,,,,,,6,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,1,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,1,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,1,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,1,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,1,,,,,,,,,
"9,10",,1,,,,,,,,,
,,,,,,,,,,,
secure fingerprint adhar,,,,,,,,,,,
http://download.cnet.com/Fingerprint-Software-Secure-PC-Login/3000-2092_4-10614028.html,,1,,,,,,3,,,
https://www.indiamart.com/braino-services/uid-aadhaar-fingerprint-scanner.html,,1,,,,,,1,,,
https://www.medianama.com/2018/02/223-gujarat-bleeds-biometrics-uidai-says-aadhaar-biometrics-secure/,,1,,,,,,2,,,
https://www.bioenabletech.com/ten-print-fingerprint-scanner,,1,,,,,,4,,,
https://www.bioenabletech.com/uid-aadhaar-fingerprint-scanner-bioscan10-aadhar-scanner.html,,0,,,,,,0,,,
https://www.merriam-webster.com/dictionary/secure,,0,,,,,,10,,,
https://www.theverge.com/2016/5/2/11540962/iphone-samsung-fingerprint-duplicate-hack-security,,0,,,,,,8,,,
https://en.wiktionary.org/wiki/secure,,0,,,,,,7,,,
http://www.thesaurus.com/browse/secure,,0,,,,,,6,,,
https://www.forbes.com/sites/sindhujabalaji/2017/06/07/indian-technology-companies-support-aadhaar-through-secure-services/&sa=U&ved=0ahUKEwjkrvSM2N3aAhXHQI8KHZtnAEoQFghHMAk&usg=AOvVaw2Igg8CkNU0dmPDMNxUC7M2,,1,,,,,,5,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,1,,,,,,,,,
"1,3",,1,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,0,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,1,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,1,,,,,,,,,
"9,10",,1,,,,,,,,,
,,,,,,,,,,,
adhar centres,,,,,,,,,,,
,,,,,,,,,,,
https://www.paisabazaar.com/aadhar-card/aadhaar-card-enrolment-centre/,,1,,,,,,1,,,
https://www.bankbazaar.com/aadhar-card/search-for-aadhaar-card-enrolment-centre.html,,1,,,,,,2,,,
https://downloadaadharcard.download/,,0,,,,,,4,,,
https://ssup.co.in/aadhar-enrollment-centers/,,1,,,,,,3,,,
https://en.wikipedia.org/wiki/AADHAAR,,0,,,,,,5,,,
https://economictimes.indiatimes.com/wealth/personal-finance-news/49000-aadhaar-centres-blacklisted-for-fleecing-heres-how-to-avoid-getting-conned/articleshow/60707836.cms&sa=U&ved=0ahUKEwi2i57i3N3aAhVKto8KHVZKCFgQFgg0MAM&usg=AOvVaw3uLyXHgkuxmHa11whjlIIx,,0,,,,,,6,,,
https://economictimes.indiatimes.com/industry/banking/finance/banking/only-2300-bank-branches-open-aadhaar-centres-on-premises/articleshow/61155138.cms&sa=U&ved=0ahUKEwi2i57i3N3aAhVKto8KHVZKCFgQFgg6MAQ&usg=AOvVaw0lOvqtavYcXyNspYEcAgby,,0,,,,,,7,,,
http://www.thehindu.com/news/national/aadhaar-centres-only-at-govt-premises-from-september/article19197918.ece&sa=U&ved=0ahUKEwi2i57i3N3aAhVKto8KHVZKCFgQFghaMAo&usg=AOvVaw1uyBDnKYeN3vT2U7D2vGbs,,0,,,,,,8,,,
https://www.youtube.com/watch%3Fv%3D4NU-QeHOZ8g&sa=U&ved=0ahUKEwi2i57i3N3aAhVKto8KHVZKCFgQtwIIUzAI&usg=AOvVaw3qnvHHtpvZTl8TyNH99HLN,,0,,,,,,9,,,
https://www.youtube.com/watch%3Fv%3DUFumMVmMvAw&sa=U&ved=0ahUKEwi2i57i3N3aAhVKto8KHVZKCFgQtwIIVzAJ&usg=AOvVaw2zDFzV4qUu5lArcrC0YA-M,,0,,,,,,10,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,0,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,0,,,,,,,,,
"3,6",,0,,,,,,,,,
"3,7",,0,,,,,,,,,
"3,8",,0,,,,,,,,,
"3,9",,0,,,,,,,,,
"3,10",,0,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,0,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,0,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,0,,,,,,,,,
"6,8",,0,,,,,,,,,
"6,9",,0,,,,,,,,,
"6,10",,0,,,,,,,,,
"7,8",,0,,,,,,,,,
"7,9",,0,,,,,,,,,
"7,10",,0,,,,,,,,,
"8,9",,0,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,0,,,,,,,,,
,,,,,,,,,,,
election schedule,Prerna,Prerna,Urvi,Himanshu,,,Prerna ,Prerna ,Urvi,Himanshu,
http://www.ncsl.org/research/elections-and-campaigns/2018-state-primary-election-dates.aspx,,1,,,,,,1,,,
https://www.nytimes.com/interactive/2018/03/13/us/elections/results-pennsylvania-house-special-election.html,,1,,,,,,2,,,
https://www.merriam-webster.com/dictionary/election,,1,,,,,,4,,,
https://en.wikipedia.org/wiki/Election,,0,,,,,,6,,,
https://news.search.yahoo.com/search?p=election&fr2=cosmos,,0,,,,,,5,,,
https://images.search.yahoo.com/search/images?p=election,,0,,,,,,9,,,
http://www.imdb.com/title/tt0126886/,,0,,,,,,7,,,
https://www.washingtonpost.com/graphics/2017/politics/2018-election-calendar/,,1,,,,,,3,,,
https://duckduckgo.com/y.js?u3=https://r.search.yahoo.com/cbclk/dWU9ODk2NDZDRjQzN0QyNEE1NiZ1dD0xNTIxMDMzNzk3MzM2JnVvPTcyMDg2NzUyMTk3MjA0Jmx0PTImZXM9cUN0aWZLUUdQUzlBbDBxSw--/RV=2/RE=1521062598/RO=10/RU=https%3a%2f%2fwww.bing.com%2faclick%3fld%3dd3Xlxzh9NH9rov8x3zcFeGYzVUCUy2KfCU28r5KyhSjsQCgNEmwysG8hX7MJF2mZ0GQHdUt3iV28OvvRoxBOlBvuCqSUQrIC85Kgyv8NmkqiTvU-zQukqLChnBNvOEVsU1voXppbUdxN_emlvPIkhHFvVe-nK7ukMU15R1gNZj5_IgwZgw%26u%3dhttp%253a%252f%252f16.xg4ken.com%252ftrk%252fv1%253fprof%253d687%2526camp%253d170605%2526affcode%253dcr265%2526kct%253dmsn%2526kchid%253d135063947%2526cid%253d72086752197204%2526queryStr%253delection%252520schedule%2526kdv%253dc%2526criteriaid%253ddat-2323886544781595%253aloc-90%2526adgroupid%253d1153387839966079%2526campaignid%253d319111263%2526locphy%253d116071%2526url%253dhttp%253a%252f%252fwww.washingtontimes.com%252felections%252fcalendar%252f%253futm_id%253dchacka%2526msclkid%253d%257bmsclkid%257d%2526utm_source%253dbing%2526utm_medium%253dcpc%2526utm_campaign%253dTWT%252520-%252520DSA%2526utm_term%253dwashingtontimes%2526utm_content%253dCatch-all/RK=2/RS=Izw_QrA6jqWvFPbi4i_al_sXtqg-,,,,,,,,10,,,
https://en.wikipedia.org/wiki/Election,,1,,,,,,8,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,,,,,,,,,
"1,3",0,0,,,,,,,,,
"1,4",0,0,,,,,,,,,
"1,5",0,0,,,,,,,,,
"1,6",0,0,,,,,,,,,
"1,7",0,0,,,,,,,,,
"1,8",0,0,,,,,,,,,
"1,9",0,0,,,,,,,,,
"1,10",0,0,,,,,,,,,
"2,3",0,0,,,,,,,,,
"2,4",0,0,,,,,,,,,
"2,5",0,0,,,,,,,,,
"2,6",0,0,,,,,,,,,
"2,7",0,0,,,,,,,,,
"2,8",0,0,,,,,,,,,
"2,9",1,1,,,,,,,,,
"2,10",0,0,,,,,,,,,
"3,4",1,1,,,,,,,,,
"3,5",1,1,,,,,,,,,
"3,6",1,1,,,,,,,,,
"3,7",1,1,,,,,,,,,
"3,8",1,1,,,,,,,,,
"3,9",1,1,,,,,,,,,
"3,10",1,1,,,,,,,,,
"4,5",0,0,,,,,,,,,
"4,6",0,0,,,,,,,,,
"4,7",0,0,,,,,,,,,
"4,8",0,0,,,,,,,,,
"4,9",1,1,,,,,,,,,
"4,10",0,0,,,,,,,,,
"5,6",0,0,,,,,,,,,
"5,7",0,0,,,,,,,,,
"5,8",0,0,,,,,,,,,
"5,9",1,1,,,,,,,,,
"5,10",0,0,,,,,,,,,
"6,7",1,1,,,,,,,,,
"6,8",1,1,,,,,,,,,
"6,9",1,1,,,,,,,,,
"6,10",1,1,,,,,,,,,
"7,8",1,1,,,,,,,,,
"7,9",1,1,,,,,,,,,
"7,10",1,1,,,,,,,,,
"8,9",9,9,,,,,,,,,
"8,10",0,0,,,,,,,,,
"9,10",1,1,,,,,,,,,
,,,,,,,,,,,
voting centres,,,,,,,,,,,
error,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",,0,,,,,,,,,
"1,3",,0,,,,,,,,,
"1,4",,0,,,,,,,,,
"1,5",,0,,,,,,,,,
"1,6",,0,,,,,,,,,
"1,7",,0,,,,,,,,,
"1,8",,0,,,,,,,,,
"1,9",,0,,,,,,,,,
"1,10",,0,,,,,,,,,
"2,3",,0,,,,,,,,,
"2,4",,0,,,,,,,,,
"2,5",,0,,,,,,,,,
"2,6",,0,,,,,,,,,
"2,7",,0,,,,,,,,,
"2,8",,0,,,,,,,,,
"2,9",,1,,,,,,,,,
"2,10",,0,,,,,,,,,
"3,4",,1,,,,,,,,,
"3,5",,1,,,,,,,,,
"3,6",,1,,,,,,,,,
"3,7",,1,,,,,,,,,
"3,8",,1,,,,,,,,,
"3,9",,1,,,,,,,,,
"3,10",,1,,,,,,,,,
"4,5",,0,,,,,,,,,
"4,6",,0,,,,,,,,,
"4,7",,0,,,,,,,,,
"4,8",,0,,,,,,,,,
"4,9",,1,,,,,,,,,
"4,10",,0,,,,,,,,,
"5,6",,0,,,,,,,,,
"5,7",,0,,,,,,,,,
"5,8",,0,,,,,,,,,
"5,9",,1,,,,,,,,,
"5,10",,0,,,,,,,,,
"6,7",,1,,,,,,,,,
"6,8",,1,,,,,,,,,
"6,9",,1,,,,,,,,,
"6,10",,1,,,,,,,,,
"7,8",,1,,,,,,,,,
"7,9",,1,,,,,,,,,
"7,10",,1,,,,,,,,,
"8,9",,9,,,,,,,,,
"8,10",,0,,,,,,,,,
"9,10",,1,,,,,,,,,
,,,,,,,,,,,
apply voting card,,,,,,,,,,,
http://eci.nic.in/eci/eci.html,,1,,,,,,1,,,
http://www.nvsp.in/,,1,,,,,,2,,,
http://voteridcard.org.in/51/apply-for-voter-card,,0,,,,,,5,,,
http://www.thesaurus.com/browse/apply,,0,,,,,,6,,,
https://www.merriam-webster.com/dictionary/apply,,0,,,,,,7,,,
https://www.irs.gov/businesses/small-businesses-self-employed/apply-for-an-employer-identification-number-ein-online,,0,,,,,,8,,,
https://www.cbp.gov/travel/trusted-traveler-programs/global-entry/how-apply,,0,,,,,,9,,,
http://www.baidu.com/link?url=9UOd5BQdCYOxFCd3Gvs5avT2u7SnKpeBDr9UEvEkCYWZIqsqHbsrYYahBxrFXWny2g-hYLQKyfZWT-kULlf_lq,,0,,,,,,10,,,
https://gadgets.ndtv.com/internet/features/how-to-apply-for-voter-id-card-online-1823503,,1,,,,,,3,,,
https://www.usa.gov/register-to-vote&sa=U&ved=0ahUKEwjZx4GR9PLZAhUKGJAKHc6CAIcQFggwMAQ&usg=AOvVaw1FmRoCk0WLzFmZisaIly1R,,1,,,,,,4,,,
,,,,,,,,,,,
,,,,,,,,,,,
Ranking Annotation,,,,,,,,,,,
,,,,,,,,,,,
"1,2",0,0,,,,,,,,,
"1,3",0,0,,,,,,,,,
"1,4",0,0,,,,,,,,,
"1,5",0,0,,,,,,,,,
"1,6",0,0,,,,,,,,,
"1,7",0,0,,,,,,,,,
"1,8",0,0,,,,,,,,,
"1,9",0,0,,,,,,,,,
"1,10",0,0,,,,,,,,,
"2,3",0,0,,,,,,,,,
"2,4",0,0,,,,,,,,,
"2,5",0,0,,,,,,,,,
"2,6",0,0,,,,,,,,,
"2,7",0,0,,,,,,,,,
"2,8",0,0,,,,,,,,,
"2,9",0,0,,,,,,,,,
"2,10",0,0,,,,,,,,,
"3,4",0,0,,,,,,,,,
"3,5",0,0,,,,,,,,,
"3,6",0,0,,,,,,,,,
"3,7",0,0,,,,,,,,,
"3,8",0,0,,,,,,,,,
"3,9",0,0,,,,,,,,,
"3,10",0,0,,,,,,,,,
"4,5",0,0,,,,,,,,,
"4,6",0,0,,,,,,,,,
"4,7",0,0,,,,,,,,,
"4,8",1,1,,,,,,,,,
"4,9",0,0,,,,,,,,,
"4,10",0,0,,,,,,,,,
"5,6",0,0,,,,,,,,,
"5,7",0,0,,,,,,,,,
"5,8",0,0,,,,,,,,,
"5,9",0,0,,,,,,,,,
"5,10",0,0,,,,,,,,,
"6,7",0,0,,,,,,,,,
"6,8",0,0,,,,,,,,,
"6,9",0,0,,,,,,,,,
"6,10",0,0,,,,,,,,,
"7,8",1,1,,,,,,,,,
"7,9",0,0,,,,,,,,,
"7,10",0,0,,,,,,,,,
"8,9",1,1,,,,,,,,,
"8,10",1,1,,,,,,,,,
"9,10",0,0,,,,,,,,,
,,,,,,,,,,,
operating evm,,,,,,,,,,,
https://en.wikipedia.org/wiki/Indian_voting_machines,,1,,,,,,3,,,
http://www.energy.gov/sites/prod/files/2015/10/f27/DOE_EPASOP_Final_20140312.pdf,,1,,,,,,1,,,
https://www.accenture.com/us-en/earned-value-management-operation,,0,,,,,,4,,,
